Level	weapon skill	defense skill	dodge	parry	block	hit melee	hit ranged	hit spell	crit melee	crit ranged	crit spell	hit taken melee	hit taken ranged	hit taken spell	crit taken melee	crit taken ranged	crit taken spell	haste melee	haste ranged	haste spell	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
12	0.192308	0.750000	6.000000	7.500000	2.500000	0.769231	0.769231	0.615385	1.076923	1.076923	1.076923	0.769231	0.769231	0.615385	1.923077	1.923077	1.923077	0.769231	0.769231	0.769231	0.192308	0.192308	0.192308	0.192308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	0.240385	0.750000	6.000000	7.500000	2.500000	0.961538	0.961538	0.769231	1.346154	1.346154	1.346154	0.961538	0.961538	0.769231	2.403846	2.403846	2.403846	0.961538	0.961538	0.961538	0.240385	0.240385	0.240385	0.240385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	0.288462	0.750000	6.000000	7.500000	2.500000	1.153846	1.153846	0.923077	1.615385	1.615385	1.615385	1.153846	1.153846	0.923077	2.884615	2.884615	2.884615	1.153846	1.153846	1.153846	0.288462	0.288462	0.288462	0.288462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	0.336538	0.750000	6.000000	7.500000	2.500000	1.346154	1.346154	1.076923	1.884615	1.884615	1.884615	1.346154	1.346154	1.076923	3.365385	3.365385	3.365385	1.346154	1.346154	1.346154	0.336538	0.336538	0.336538	0.336538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	0.384615	0.750000	6.000000	7.500000	2.500000	1.538462	1.538462	1.230769	2.153846	2.153846	2.153846	1.538462	1.538462	1.230769	3.846154	3.846154	3.846154	1.538462	1.538462	1.538462	0.384615	0.384615	0.384615	0.384615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	0.432692	0.750000	6.000000	7.500000	2.500000	1.730769	1.730769	1.384615	2.423077	2.423077	2.423077	1.730769	1.730769	1.384615	4.326923	4.326923	4.326923	1.730769	1.730769	1.730769	0.432692	0.432692	0.432692	0.432692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	0.480769	0.750000	6.000000	7.500000	2.500000	1.923077	1.923077	1.538462	2.692308	2.692308	2.692308	1.923077	1.923077	1.538462	4.807693	4.807693	4.807693	1.923077	1.923077	1.923077	0.480769	0.480769	0.480769	0.480769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	0.528846	0.750000	6.000000	7.500000	2.500000	2.115385	2.115385	1.692308	2.961538	2.961538	2.961538	2.115385	2.115385	1.692308	5.288462	5.288462	5.288462	2.115385	2.115385	2.115385	0.528846	0.528846	0.528846	0.528846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	0.576923	0.750000	6.000000	7.500000	2.500000	2.307692	2.307692	1.846154	3.230769	3.230769	3.230769	2.307692	2.307692	1.846154	5.769231	5.769231	5.769231	2.307692	2.307692	2.307692	0.576923	0.576923	0.576923	0.576923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21	0.625000	0.750000	6.000000	7.500000	2.500000	2.500000	2.500000	2.000000	3.500000	3.500000	3.500000	2.500000	2.500000	2.000000	6.250000	6.250000	6.250000	2.500000	2.500000	2.500000	0.625000	0.625000	0.625000	0.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	0.673077	0.750000	6.000000	7.500000	2.500000	2.692308	2.692308	2.153846	3.769231	3.769231	3.769231	2.692308	2.692308	2.153846	6.730769	6.730769	6.730769	2.692308	2.692308	2.692308	0.673077	0.673077	0.673077	0.673077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	0.721154	0.750000	6.000000	7.500000	2.500000	2.884615	2.884615	2.307692	4.038462	4.038462	4.038462	2.884615	2.884615	2.307692	7.211538	7.211538	7.211538	2.884615	2.884615	2.884615	0.721154	0.721154	0.721154	0.721154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	0.769231	0.750000	6.000000	7.500000	2.500000	3.076923	3.076923	2.461539	4.307692	4.307692	4.307692	3.076923	3.076923	2.461539	7.692307	7.692307	7.692307	3.076923	3.076923	3.076923	0.769231	0.769231	0.769231	0.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	0.817308	0.750000	6.000000	7.500000	2.500000	3.269231	3.269231	2.615385	4.576923	4.576923	4.576923	3.269231	3.269231	2.615385	8.173077	8.173077	8.173077	3.269231	3.269231	3.269231	0.817308	0.817308	0.817308	0.817308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	0.865385	0.750000	6.000000	7.500000	2.500000	3.461538	3.461538	2.769231	4.846154	4.846154	4.846154	3.461538	3.461538	2.769231	8.653846	8.653846	8.653846	3.461538	3.461538	3.461538	0.865385	0.865385	0.865385	0.865385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	0.913462	0.750000	6.000000	7.500000	2.500000	3.653846	3.653846	2.923077	5.115385	5.115385	5.115385	3.653846	3.653846	2.923077	9.134615	9.134615	9.134615	3.653846	3.653846	3.653846	0.913462	0.913462	0.913462	0.913462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	0.961538	0.750000	6.000000	7.500000	2.500000	3.846154	3.846154	3.076923	5.384615	5.384615	5.384615	3.846154	3.846154	3.076923	9.615385	9.615385	9.615385	3.846154	3.846154	3.846154	0.961538	0.961538	0.961538	0.961538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	1.009615	0.750000	6.000000	7.500000	2.500000	4.038462	4.038462	3.230769	5.653846	5.653846	5.653846	4.038462	4.038462	3.230769	10.096154	10.096154	10.096154	4.038462	4.038462	4.038462	1.009615	1.009615	1.009615	1.009615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	1.057692	0.750000	6.000000	7.500000	2.500000	4.230769	4.230769	3.384615	5.923077	5.923077	5.923077	4.230769	4.230769	3.384615	10.576923	10.576923	10.576923	4.230769	4.230769	4.230769	1.057692	1.057692	1.057692	1.057692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	1.105769	0.750000	6.000000	7.500000	2.500000	4.423077	4.423077	3.538462	6.192307	6.192307	6.192307	4.423077	4.423077	3.538462	11.057693	11.057693	11.057693	4.423077	4.423077	4.423077	1.105769	1.105769	1.105769	1.105769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	1.153846	0.750000	6.000000	7.500000	2.500000	4.615385	4.615385	3.692308	6.461538	6.461538	6.461538	4.615385	4.615385	3.692308	11.538462	11.538462	11.538462	4.615385	4.615385	4.615385	1.153846	1.153846	1.153846	1.153846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	1.201923	0.750000	6.000000	7.500000	2.500000	4.807693	4.807693	3.846154	6.730769	6.730769	6.730769	4.807693	4.807693	3.846154	12.019232	12.019232	12.019232	4.807693	4.807693	4.807693	1.201923	1.201923	1.201923	1.201923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	1.250000	0.750000	6.000000	7.500000	2.500000	5.000000	5.000000	4.000000	7.000000	7.000000	7.000000	5.000000	5.000000	4.000000	12.500001	12.500001	12.500001	5.000000	5.000000	5.000000	1.250000	1.250000	1.250000	1.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	1.298077	0.778846	6.230769	7.788462	2.596154	5.192308	5.192308	4.153846	7.269231	7.269231	7.269231	5.192308	5.192308	4.153846	12.980770	12.980770	12.980770	5.192308	5.192308	5.192308	1.298077	1.298077	1.298077	1.298077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	1.346154	0.807692	6.461538	8.076923	2.692308	5.384615	5.384615	4.307692	7.538462	7.538462	7.538462	5.384615	5.384615	4.307692	13.461539	13.461539	13.461539	5.384615	5.384615	5.384615	1.346154	1.346154	1.346154	1.346154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	1.394231	0.836538	6.692307	8.365384	2.788461	5.576923	5.576923	4.461538	7.807693	7.807693	7.807693	5.576923	5.576923	4.461538	13.942308	13.942308	13.942308	5.576923	5.576923	5.576923	1.394231	1.394231	1.394231	1.394231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	1.442308	0.865385	6.923077	8.653846	2.884615	5.769231	5.769231	4.615385	8.076923	8.076923	8.076923	5.769231	5.769231	4.615385	14.423079	14.423079	14.423079	5.769231	5.769231	5.769231	1.442308	1.442308	1.442308	1.442308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	1.490385	0.894231	7.153846	8.942307	2.980769	5.961538	5.961538	4.769231	8.346154	8.346154	8.346154	5.961538	5.961538	4.769231	14.903847	14.903847	14.903847	5.961538	5.961538	5.961538	1.490385	1.490385	1.490385	1.490385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	1.538462	0.923077	7.384615	9.230769	3.076923	6.153846	6.153846	4.923077	8.615384	8.615384	8.615384	6.153846	6.153846	4.923077	15.384616	15.384616	15.384616	6.153846	6.153846	6.153846	1.538462	1.538462	1.538462	1.538462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	1.586538	0.951923	7.615385	9.519231	3.173077	6.346154	6.346154	5.076923	8.884615	8.884615	8.884615	6.346154	6.346154	5.076923	15.865386	15.865386	15.865386	6.346154	6.346154	6.346154	1.586538	1.586538	1.586538	1.586538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	1.634615	0.980769	7.846154	9.807693	3.269231	6.538462	6.538462	5.230769	9.153846	9.153846	9.153846	6.538462	6.538462	5.230769	16.346155	16.346155	16.346155	6.538462	6.538462	6.538462	1.634615	1.634615	1.634615	1.634615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	1.682692	1.009615	8.076923	10.096154	3.365385	6.730769	6.730769	5.384615	9.423077	9.423077	9.423077	6.730769	6.730769	5.384615	16.826923	16.826923	16.826923	6.730769	6.730769	6.730769	1.682692	1.682692	1.682692	1.682692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	1.730769	1.038462	8.307693	10.384616	3.461538	6.923077	6.923077	5.538462	9.692307	9.692307	9.692307	6.923077	6.923077	5.538462	17.307693	17.307693	17.307693	6.923077	6.923077	6.923077	1.730769	1.730769	1.730769	1.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	1.778846	1.067308	8.538462	10.673078	3.557692	7.115385	7.115385	5.692307	9.961538	9.961538	9.961538	7.115385	7.115385	5.692307	17.788462	17.788462	17.788462	7.115385	7.115385	7.115385	1.778846	1.778846	1.778846	1.778846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	1.826923	1.096154	8.769231	10.961539	3.653846	7.307693	7.307693	5.846154	10.230770	10.230770	10.230770	7.307693	7.307693	5.846154	18.269232	18.269232	18.269232	7.307693	7.307693	7.307693	1.826923	1.826923	1.826923	1.826923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	1.875000	1.125000	9.000000	11.250000	3.750000	7.500000	7.500000	6.000000	10.500000	10.500000	10.500000	7.500000	7.500000	6.000000	18.750000	18.750000	18.750000	7.500000	7.500000	7.500000	1.875000	1.875000	1.875000	1.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	1.923077	1.153846	9.230769	11.538462	3.846154	7.692307	7.692307	6.153846	10.769232	10.769232	10.769232	7.692307	7.692307	6.153846	19.230770	19.230770	19.230770	7.692307	7.692307	7.692307	1.923077	1.923077	1.923077	1.923077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	1.971154	1.182692	9.461538	11.826923	3.942308	7.884615	7.884615	6.307693	11.038462	11.038462	11.038462	7.884615	7.884615	6.307693	19.711540	19.711540	19.711540	7.884615	7.884615	7.884615	1.971154	1.971154	1.971154	1.971154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	2.019231	1.211538	9.692307	12.115385	4.038462	8.076923	8.076923	6.461538	11.307693	11.307693	11.307693	8.076923	8.076923	6.461538	20.192308	20.192308	20.192308	8.076923	8.076923	8.076923	2.019231	2.019231	2.019231	2.019231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	2.067308	1.240385	9.923077	12.403847	4.134615	8.269231	8.269231	6.615385	11.576923	11.576923	11.576923	8.269231	8.269231	6.615385	20.673079	20.673079	20.673079	8.269231	8.269231	8.269231	2.067308	2.067308	2.067308	2.067308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	2.115385	1.269231	10.153847	12.692308	4.230769	8.461538	8.461538	6.769231	11.846155	11.846155	11.846155	8.461538	8.461538	6.769231	21.153847	21.153847	21.153847	8.461538	8.461538	8.461538	2.115385	2.115385	2.115385	2.115385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	2.163461	1.298077	10.384616	12.980770	4.326923	8.653846	8.653846	6.923077	12.115385	12.115385	12.115385	8.653846	8.653846	6.923077	21.634617	21.634617	21.634617	8.653846	8.653846	8.653846	2.163461	2.163461	2.163461	2.163461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	2.211539	1.326923	10.615385	13.269232	4.423077	8.846154	8.846154	7.076923	12.384617	12.384617	12.384617	8.846154	8.846154	7.076923	22.115387	22.115387	22.115387	8.846154	8.846154	8.846154	2.211539	2.211539	2.211539	2.211539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55	2.259615	1.355769	10.846155	13.557693	4.519231	9.038462	9.038462	7.230769	12.653847	12.653847	12.653847	9.038462	9.038462	7.230769	22.596157	22.596157	22.596157	9.038462	9.038462	9.038462	2.259615	2.259615	2.259615	2.259615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56	2.307692	1.384615	11.076923	13.846155	4.615385	9.230769	9.230769	7.384615	12.923079	12.923079	12.923079	9.230769	9.230769	7.384615	23.076923	23.076923	23.076923	9.230769	9.230769	9.230769	2.307692	2.307692	2.307692	2.307692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57	2.355769	1.413461	11.307693	14.134616	4.711538	9.423077	9.423077	7.538462	13.192308	13.192308	13.192308	9.423077	9.423077	7.538462	23.557693	23.557693	23.557693	9.423077	9.423077	9.423077	2.355769	2.355769	2.355769	2.355769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58	2.403846	1.442308	11.538462	14.423079	4.807693	9.615385	9.615385	7.692307	13.461539	13.461539	13.461539	9.615385	9.615385	7.692307	24.038464	24.038464	24.038464	9.615385	9.615385	9.615385	2.403846	2.403846	2.403846	2.403846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59	2.451923	1.471154	11.769232	14.711539	4.903846	9.807693	9.807693	7.846154	13.730770	13.730770	13.730770	9.807693	9.807693	7.846154	24.519234	24.519234	24.519234	9.807693	9.807693	9.807693	2.451923	2.451923	2.451923	2.451923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60	2.500000	1.500000	12.000000	15.000000	5.000000	10.000000	10.000000	8.000000	14.000000	14.000000	14.000000	10.000000	10.000000	8.000000	25.000000	25.000000	25.000000	10.000000	10.000000	10.000000	2.500000	2.500000	2.500000	2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61	2.594937	1.556962	12.455697	15.569621	5.189874	10.379747	10.379747	8.303798	14.531647	14.531647	14.531647	10.379747	10.379747	8.303798	25.949369	25.949369	25.949369	10.379747	10.379747	10.379747	2.594937	2.594937	2.594937	2.594937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	2.697368	1.618421	12.947370	16.184212	5.394737	10.789474	10.789474	8.631579	15.105265	15.105265	15.105265	10.789474	10.789474	8.631579	26.973686	26.973686	26.973686	10.789474	10.789474	10.789474	2.697368	2.697368	2.697368	2.697368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	2.808219	1.684931	13.479453	16.849316	5.616438	11.232877	11.232877	8.986301	15.726029	15.726029	15.726029	11.232877	11.232877	8.986301	28.082191	28.082191	28.082191	11.232877	11.232877	11.232877	2.808219	2.808219	2.808219	2.808219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	2.928571	1.757143	14.057144	17.571428	5.857142	11.714287	11.714287	9.371428	16.400000	16.400000	16.400000	11.714287	11.714287	9.371428	29.285715	29.285715	29.285715	11.714287	11.714287	11.714287	2.928571	2.928571	2.928571	2.928571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	3.059702	1.835821	14.686568	18.358210	6.119403	12.238807	12.238807	9.791045	17.134329	17.134329	17.134329	12.238807	12.238807	9.791045	30.597017	30.597017	30.597017	12.238807	12.238807	12.238807	3.059702	3.059702	3.059702	3.059702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	3.203125	1.921875	15.375000	19.218752	6.406251	12.812500	12.812500	10.250000	17.937500	17.937500	17.937500	12.812500	12.812500	10.250000	32.031254	32.031254	32.031254	12.812500	12.812500	12.812500	3.203125	3.203125	3.203125	3.203125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67	3.360656	2.016393	16.131149	20.163937	6.721312	13.442624	13.442624	10.754099	18.819674	18.819674	18.819674	13.442624	13.442624	10.754099	33.606560	33.606560	33.606560	13.442624	13.442624	13.442624	3.360656	3.360656	3.360656	3.360656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	3.534483	2.120690	16.965519	21.206898	7.068965	14.137931	14.137931	11.310346	19.793104	19.793104	19.793104	14.137931	14.137931	11.310346	35.344830	35.344830	35.344830	14.137931	14.137931	14.137931	3.534483	3.534483	3.534483	3.534483	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69	3.727273	2.236364	17.890911	22.363638	7.454545	14.909091	14.909091	11.927274	20.872728	20.872728	20.872728	14.909091	14.909091	11.927274	37.272732	37.272732	37.272732	14.909091	14.909091	14.909091	3.727273	3.727273	3.727273	3.727273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	3.942308	2.365385	18.923079	23.653847	7.884615	15.769233	15.769233	12.615385	22.076923	22.076923	22.076923	15.769233	15.769233	12.615385	39.423080	39.423080	39.423080	15.769233	15.769233	15.769233	3.942308	3.942308	3.942308	3.942308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	3.990385	2.394231	19.153847	23.942310	7.980769	15.961539	15.961539	12.769232	22.346155	22.346155	22.346155	15.961539	15.961539	12.769232	39.903847	39.903847	39.903847	15.961539	15.961539	15.961539	3.990385	3.990385	3.990385	3.990385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72	4.038462	2.423077	19.384617	24.230770	8.076923	16.153847	16.153847	12.923079	22.615387	22.615387	22.615387	16.153847	16.153847	12.923079	40.384617	40.384617	40.384617	16.153847	16.153847	16.153847	4.038462	4.038462	4.038462	4.038462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73	4.086538	2.451923	19.615387	24.519234	8.173077	16.346155	16.346155	13.076924	22.884617	22.884617	22.884617	16.346155	16.346155	13.076924	40.865387	40.865387	40.865387	16.346155	16.346155	16.346155	4.086538	4.086538	4.086538	4.086538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
74	4.134615	2.480769	19.846155	24.807693	8.269231	16.538462	16.538462	13.230770	23.153847	23.153847	23.153847	16.538462	16.538462	13.230770	41.346157	41.346157	41.346157	16.538462	16.538462	16.538462	4.134615	4.134615	4.134615	4.134615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75	4.182692	2.509615	20.076923	25.096157	8.365384	16.730770	16.730770	13.384617	23.423079	23.423079	23.423079	16.730770	16.730770	13.384617	41.826927	41.826927	41.826927	16.730770	16.730770	16.730770	4.182692	4.182692	4.182692	4.182692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
76	4.230769	2.538461	20.307693	25.384617	8.461538	16.923079	16.923079	13.538463	23.692310	23.692310	23.692310	16.923079	16.923079	13.538463	42.307693	42.307693	42.307693	16.923079	16.923079	16.923079	4.230769	4.230769	4.230769	4.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
77	4.278846	2.567308	20.538464	25.673080	8.557693	17.115385	17.115385	13.692308	23.961540	23.961540	23.961540	17.115385	17.115385	13.692308	42.788464	42.788464	42.788464	17.115385	17.115385	17.115385	4.278846	4.278846	4.278846	4.278846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78	4.326923	2.596154	20.769232	25.961540	8.653846	17.307693	17.307693	13.846155	24.230770	24.230770	24.230770	17.307693	17.307693	13.846155	43.269234	43.269234	43.269234	17.307693	17.307693	17.307693	4.326923	4.326923	4.326923	4.326923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
79	4.375000	2.625000	21.000000	26.250000	8.750000	17.500000	17.500000	14.000000	24.500002	24.500002	24.500002	17.500000	17.500000	14.000000	43.750000	43.750000	43.750000	17.500000	17.500000	17.500000	4.375000	4.375000	4.375000	4.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
80	4.423077	2.653846	21.230770	26.538464	8.846154	17.692308	17.692308	14.153847	24.769234	24.769234	24.769234	17.692308	17.692308	14.153847	44.230774	44.230774	44.230774	17.692308	17.692308	17.692308	4.423077	4.423077	4.423077	4.423077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81	4.471154	2.682692	21.461540	26.826925	8.942307	17.884617	17.884617	14.307693	25.038464	25.038464	25.038464	17.884617	17.884617	14.307693	44.711540	44.711540	44.711540	17.884617	17.884617	17.884617	4.471154	4.471154	4.471154	4.471154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
82	4.519231	2.711538	21.692310	27.115385	9.038462	18.076923	18.076923	14.461539	25.307693	25.307693	25.307693	18.076923	18.076923	14.461539	45.192314	45.192314	45.192314	18.076923	18.076923	18.076923	4.519231	4.519231	4.519231	4.519231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
83	4.567307	2.740384	21.923079	27.403847	9.134615	18.269232	18.269232	14.615386	25.576925	25.576925	25.576925	18.269232	18.269232	14.615386	45.673080	45.673080	45.673080	18.269232	18.269232	18.269232	4.567307	4.567307	4.567307	4.567307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
84	4.615385	2.769231	22.153847	27.692310	9.230769	18.461540	18.461540	14.769232	25.846157	25.846157	25.846157	18.461540	18.461540	14.769232	46.153847	46.153847	46.153847	18.461540	18.461540	18.461540	4.615385	4.615385	4.615385	4.615385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
